landlord_id,title,city,region,address,bedrooms,bathrooms,area,price,total_floors,orientation,decoration,description,status,view_count,created_at
1,GuangzhouLiwan 温馨好房,Guangzhou,Liwan,Liwan,2,1,109,13331,33,south,fine,2室1卫，面积 109 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-23
2,Binjiang 南北通透户型,Hangzhou,Binjiang,Binjiang,2,2,78,4365,32,east,simple,2室2卫，面积 78 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-23
3,出租 Haidian 精装房,Beijing,Haidian,Haidian,1,1,76,11323,8,north,rough,1室1卫，面积 76 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-18
4,Shuangliu 拎包入住公寓,Chengdu,Shuangliu,Shuangliu,1,2,45,2143,13,south,rough,1室2卫，面积 45 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-18
5,出租 Yuzhong 精装房,Chongqing,Yuzhong,Yuzhong,2,1,88,6179,10,east,fine,2室1卫，面积 88 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-05
6,Pudong 拎包入住公寓,Shanghai,Pudong,Pudong,2,1,68,10227,32,east,simple,2室1卫，面积 68 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-14
7,Nanshan 学区房出租,Shenzhen,Nanshan,Nanshan,3,1,132,13846,23,east,simple,3室1卫，面积 132 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-05
8,出租 Qingshan 精装房,Wuhan,Qingshan,Qingshan,3,2,95,6639,25,east,simple,3室2卫，面积 95 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-30
9,Yanta 学区房出租,Xi'an,Yanta,Yanta,2,1,91,3447,14,east,rough,2室1卫，面积 91 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-18
10,Nanjing Xuanwu 地铁房,Nanjing,Xuanwu,Xuanwu,2,2,69,3354,31,north,rough,2室2卫，面积 69 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-18
11,Nansha 拎包入住公寓,Guangzhou,Nansha,Nansha,2,1,74,5035,33,north,simple,2室1卫，面积 74 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-21
12,Hangzhou Linping 地铁房,Hangzhou,Linping,Linping,1,1,37,2090,18,east,rough,1室1卫，面积 37 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-19
13,BeijingDaxing 温馨好房,Beijing,Daxing,Daxing,2,1,79,10008,14,north,rough,2室1卫，面积 79 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-04
14,Xindu 拎包入住公寓,Chengdu,Xindu,Xindu,1,2,52,2366,21,west,rough,1室2卫，面积 52 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-14
15,Chongqing Yuzhong 地铁房,Chongqing,Yuzhong,Yuzhong,2,1,78,3816,12,east,rough,2室1卫，面积 78 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-05
16,精致 Jing-an 公寓,Shanghai,Jing-an,Jing-an,1,1,59,7935,12,east,fine,1室1卫，面积 59 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-06
17,Bao'an 拎包入住公寓,Shenzhen,Bao'an,Bao'an,2,2,50,5141,21,north,rough,2室2卫，面积 50 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-10
18,出租 Qiaokou 精装房,Wuhan,Qiaokou,Qiaokou,3,2,114,7244,18,east,simple,3室2卫，面积 114 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-06
19,Gaoling 学区房出租,Xi'an,Gaoling,Gaoling,2,1,63,2448,32,east,rough,2室1卫，面积 63 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-01
20,精致 Qixia 公寓,Nanjing,Qixia,Qixia,2,1,88,8186,20,south,simple,2室1卫，面积 88 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-19
21,Yuexiu 拎包入住公寓,Guangzhou,Yuexiu,Yuexiu,1,1,39,2957,19,south,simple,1室1卫，面积 39 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-19
22,Hangzhou Binjiang 地铁房,Hangzhou,Binjiang,Binjiang,1,1,61,5099,11,south,rough,1室1卫，面积 61 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-30
23,Chaoyang 南北通透户型,Beijing,Chaoyang,Chaoyang,3,1,140,22052,13,south,fine,3室1卫，面积 140 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-05
24,Jinniu 学区房出租,Chengdu,Jinniu,Jinniu,4,3,213,12159,13,west,rough,4室3卫，面积 213 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-21
25,Dadukou 学区房出租,Chongqing,Dadukou,Dadukou,3,1,146,7530,23,west,simple,3室1卫，面积 146 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-24
26,出租 Pudong 精装房,Shanghai,Pudong,Pudong,2,2,73,10436,31,north,simple,2室2卫，面积 73 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-22
27,Luohu 学区房出租,Shenzhen,Luohu,Luohu,3,1,144,13092,11,west,simple,3室1卫，面积 144 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-14
28,Jianghan 南北通透户型,Wuhan,Jianghan,Jianghan,3,1,107,10689,7,south,simple,3室1卫，面积 107 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-04
29,Lianhu 拎包入住公寓,Xi'an,Lianhu,Lianhu,3,2,166,6421,15,south,rough,3室2卫，面积 166 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-03
30,精致 Pukou 公寓,Nanjing,Pukou,Pukou,2,2,74,8582,27,south,simple,2室2卫，面积 74 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-05
31,Liwan 学区房出租,Guangzhou,Liwan,Liwan,1,1,68,10454,27,west,fine,1室1卫，面积 68 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-03
32,精致 Binjiang 公寓,Hangzhou,Binjiang,Binjiang,2,1,63,3522,17,west,simple,2室1卫，面积 63 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-23
33,BeijingShijingshan 温馨好房,Beijing,Shijingshan,Shijingshan,1,2,56,6107,11,north,simple,1室2卫，面积 56 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-09
34,Wuhou 南北通透户型,Chengdu,Wuhou,Wuhou,2,2,87,5725,9,west,rough,2室2卫，面积 87 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-30
35,ChongqingShapingba 温馨好房,Chongqing,Shapingba,Shapingba,2,1,99,5493,31,north,fine,2室1卫，面积 99 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-08
36,ShanghaiPudong 温馨好房,Shanghai,Pudong,Pudong,3,1,77,13186,13,south,fine,3室1卫，面积 77 平米，fine装修，south朝向，拎包入住。,available,0,2022-04-29
37,Guangming 学区房出租,Shenzhen,Guangming,Guangming,1,1,47,6166,6,west,fine,1室1卫，面积 47 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-20
38,Qingshan 学区房出租,Wuhan,Qingshan,Qingshan,2,1,49,3409,7,south,rough,2室1卫，面积 49 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-14
39,Chang'an 南北通透户型,Xi'an,Chang'an,Chang'an,2,2,94,4668,25,south,simple,2室2卫，面积 94 平米，simple装修，south朝向，拎包入住。,available,0,2022-04-29
40,Qixia 拎包入住公寓,Nanjing,Qixia,Qixia,3,1,114,11368,19,west,fine,3室1卫，面积 114 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-22
41,GuangzhouHaizhu 温馨好房,Guangzhou,Haizhu,Haizhu,2,1,83,7447,23,south,fine,2室1卫，面积 83 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-30
42,出租 Fuyang 精装房,Hangzhou,Fuyang,Fuyang,2,1,71,4461,9,east,rough,2室1卫，面积 71 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-30
43,Beijing Shunyi 地铁房,Beijing,Shunyi,Shunyi,3,1,90,24083,7,south,fine,3室1卫，面积 90 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-21
44,Longquanyi 舒适两居室,Chengdu,Longquanyi,Longquanyi,3,1,144,11440,15,east,simple,3室1卫，面积 144 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-09
45,Yubei 学区房出租,Chongqing,Yubei,Yubei,3,2,164,9086,20,south,rough,3室2卫，面积 164 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-05
46,Minhang 学区房出租,Shanghai,Minhang,Minhang,4,2,164,22310,27,west,simple,4室2卫，面积 164 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-28
47,出租 Futian 精装房,Shenzhen,Futian,Futian,4,2,106,9477,8,south,simple,4室2卫，面积 106 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-28
48,Hongshan 学区房出租,Wuhan,Hongshan,Hongshan,3,2,159,13041,35,east,simple,3室2卫，面积 159 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-28
49,精致 Beilin 公寓,Xi'an,Beilin,Beilin,4,3,99,8130,28,east,simple,4室3卫，面积 99 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-06
50,NanjingLiuhe 温馨好房,Nanjing,Liuhe,Liuhe,4,2,235,13933,12,south,simple,4室2卫，面积 235 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-28
51,Zengcheng 南北通透户型,Guangzhou,Zengcheng,Zengcheng,1,1,52,2915,32,east,simple,1室1卫，面积 52 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-30
52,精致 Xiaoshan 公寓,Hangzhou,Xiaoshan,Xiaoshan,3,1,74,4411,21,east,rough,3室1卫，面积 74 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-18
53,Chaoyang 学区房出租,Beijing,Chaoyang,Chaoyang,3,1,119,10973,33,north,simple,3室1卫，面积 119 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-23
54,精致 Chenghua 公寓,Chengdu,Chenghua,Chenghua,3,1,169,11825,18,south,rough,3室1卫，面积 169 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-01
55,Shapingba 南北通透户型,Chongqing,Shapingba,Shapingba,2,1,66,5234,19,south,simple,2室1卫，面积 66 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-07
56,Yangpu 拎包入住公寓,Shanghai,Yangpu,Yangpu,3,2,152,13971,29,west,rough,3室2卫，面积 152 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-18
57,Dapeng 南北通透户型,Shenzhen,Dapeng,Dapeng,2,1,117,10058,33,north,rough,2室1卫，面积 117 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-18
58,Hannan 舒适两居室,Wuhan,Hannan,Hannan,3,2,96,9808,35,south,simple,3室2卫，面积 96 平米，simple装修，south朝向，拎包入住。,available,0,2022-04-29
59,Xi'an Xincheng 地铁房,Xi'an,Xincheng,Xincheng,2,2,91,5123,26,east,simple,2室2卫，面积 91 平米，simple装修，east朝向，拎包入住。,available,0,2022-04-29
60,Lishui 南北通透户型,Nanjing,Lishui,Lishui,3,1,171,11456,27,north,rough,3室1卫，面积 171 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-18
61,GuangzhouZengcheng 温馨好房,Guangzhou,Zengcheng,Zengcheng,2,2,68,5586,18,south,simple,2室2卫，面积 68 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-29
62,Hangzhou Fuyang 地铁房,Hangzhou,Fuyang,Fuyang,2,1,59,4453,7,north,rough,2室1卫，面积 59 平米，rough装修，north朝向，拎包入住。,available,0,2022-04-29
63,出租 Daxing 精装房,Beijing,Daxing,Daxing,2,1,83,13012,30,south,rough,2室1卫，面积 83 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-10
64,出租 Qingyang 精装房,Chengdu,Qingyang,Qingyang,2,1,89,4731,13,west,rough,2室1卫，面积 89 平米，rough装修，west朝向，拎包入住。,available,0,2022-04-29
65,Yuzhong 拎包入住公寓,Chongqing,Yuzhong,Yuzhong,4,2,238,11266,23,west,rough,4室2卫，面积 238 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-24
66,Hongkou 拎包入住公寓,Shanghai,Hongkou,Hongkou,2,1,83,11911,18,south,fine,2室1卫，面积 83 平米，fine装修，south朝向，拎包入住。,available,0,2022-07-08
67,出租 Guangming 精装房,Shenzhen,Guangming,Guangming,2,1,101,11601,6,west,simple,2室1卫，面积 101 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-15
68,精致 Wuchang 公寓,Wuhan,Wuchang,Wuchang,2,1,95,3861,10,east,rough,2室1卫，面积 95 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-05
69,精致 Chang'an 公寓,Xi'an,Chang'an,Chang'an,2,2,106,7108,25,south,fine,2室2卫，面积 106 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-02
70,Gulou 南北通透户型,Nanjing,Gulou,Gulou,3,2,177,21521,22,east,fine,3室2卫，面积 177 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-30
71,Baiyun 学区房出租,Guangzhou,Baiyun,Baiyun,1,2,51,4898,30,east,fine,1室2卫，面积 51 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-30
72,HangzhouBinjiang 温馨好房,Hangzhou,Binjiang,Binjiang,1,1,69,9809,9,south,fine,1室1卫，面积 69 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-12
73,Xicheng 学区房出租,Beijing,Xicheng,Xicheng,2,2,91,12233,22,east,simple,2室2卫，面积 91 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-30
74,出租 Qingyang 精装房,Chengdu,Qingyang,Qingyang,1,2,48,4992,6,north,fine,1室2卫，面积 48 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-17
75,精致 Jiangbei 公寓,Chongqing,Jiangbei,Jiangbei,2,1,100,4743,25,north,fine,2室1卫，面积 100 平米，fine装修，north朝向，拎包入住。,available,0,2022-07-06
76,出租 Pudong 精装房,Shanghai,Pudong,Pudong,2,1,105,15969,8,east,simple,2室1卫，面积 105 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-10
77,Longhua 舒适两居室,Shenzhen,Longhua,Longhua,3,1,161,13570,26,west,rough,3室1卫，面积 161 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-18
78,Hongshan 舒适两居室,Wuhan,Hongshan,Hongshan,2,1,68,4638,24,north,simple,2室1卫，面积 68 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-30
79,Xi'an Xincheng 地铁房,Xi'an,Xincheng,Xincheng,2,1,86,5699,24,south,simple,2室1卫，面积 86 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-12
80,Gulou 南北通透户型,Nanjing,Gulou,Gulou,1,1,81,6981,33,east,simple,1室1卫，面积 81 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-12
81,Baiyun 南北通透户型,Guangzhou,Baiyun,Baiyun,2,1,54,4580,20,east,simple,2室1卫，面积 54 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-27
82,Hangzhou Gongshu 地铁房,Hangzhou,Gongshu,Gongshu,1,1,65,5355,35,south,rough,1室1卫，面积 65 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-30
83,Chaoyang 南北通透户型,Beijing,Chaoyang,Chaoyang,1,1,83,9815,26,east,rough,1室1卫，面积 83 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-23
84,Longquanyi 学区房出租,Chengdu,Longquanyi,Longquanyi,1,1,57,7037,24,north,fine,1室1卫，面积 57 平米，fine装修，north朝向，拎包入住。,available,0,2022-05-23
85,出租 Jiulongpo 精装房,Chongqing,Jiulongpo,Jiulongpo,2,1,74,3218,8,south,rough,2室1卫，面积 74 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-01
86,ShanghaiBaoshan 温馨好房,Shanghai,Baoshan,Baoshan,1,1,41,7144,9,north,simple,1室1卫，面积 41 平米，simple装修，north朝向，拎包入住。,available,0,2022-04-29
87,出租 Longgang 精装房,Shenzhen,Longgang,Longgang,1,1,49,6627,16,north,fine,1室1卫，面积 49 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-30
88,出租 Qiaokou 精装房,Wuhan,Qiaokou,Qiaokou,2,1,98,5953,35,east,simple,2室1卫，面积 98 平米，simple装修，east朝向，拎包入住。,available,0,2022-04-28
89,精致 Xincheng 公寓,Xi'an,Xincheng,Xincheng,4,3,193,11962,9,west,simple,4室3卫，面积 193 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-31
90,出租 Pukou 精装房,Nanjing,Pukou,Pukou,1,1,36,3679,20,east,simple,1室1卫，面积 36 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-31
91,精致 Liwan 公寓,Guangzhou,Liwan,Liwan,2,2,112,14861,14,east,fine,2室2卫，面积 112 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-08
92,精致 Xihu 公寓,Hangzhou,Xihu,Xihu,2,1,88,6009,9,west,simple,2室1卫，面积 88 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-02
93,精致 Xicheng 公寓,Beijing,Xicheng,Xicheng,1,2,66,5769,28,east,rough,1室2卫，面积 66 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-11
94,Chengdu Wenjiang 地铁房,Chengdu,Wenjiang,Wenjiang,1,2,37,1974,17,south,rough,1室2卫，面积 37 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-07
95,ChongqingYuzhong 温馨好房,Chongqing,Yuzhong,Yuzhong,3,1,106,6819,9,east,simple,3室1卫，面积 106 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-05
96,Pudong 南北通透户型,Shanghai,Pudong,Pudong,1,2,64,7805,22,north,rough,1室2卫，面积 64 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-17
97,Pingshan 学区房出租,Shenzhen,Pingshan,Pingshan,2,1,88,8612,22,south,rough,2室1卫，面积 88 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-23
98,精致 Hannan 公寓,Wuhan,Hannan,Hannan,1,1,33,4003,17,west,fine,1室1卫，面积 33 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-30
99,Gaoling 学区房出租,Xi'an,Gaoling,Gaoling,1,1,78,4132,7,south,rough,1室1卫，面积 78 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-18
100,Nanjing Jiangning 地铁房,Nanjing,Jiangning,Jiangning,1,1,71,4564,31,north,rough,1室1卫，面积 71 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-10
1,Baiyun 拎包入住公寓,Guangzhou,Baiyun,Baiyun,3,1,127,14244,30,west,fine,3室1卫，面积 127 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-16
2,Fuyang 南北通透户型,Hangzhou,Fuyang,Fuyang,2,2,50,5385,23,east,simple,2室2卫，面积 50 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-17
3,Shijingshan 学区房出租,Beijing,Shijingshan,Shijingshan,2,1,49,11174,23,west,simple,2室1卫，面积 49 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-24
4,Shuangliu 南北通透户型,Chengdu,Shuangliu,Shuangliu,2,2,77,5563,27,east,fine,2室2卫，面积 77 平米，fine装修，east朝向，拎包入住。,available,0,2022-05-31
5,Yubei 学区房出租,Chongqing,Yubei,Yubei,3,1,76,2501,26,west,simple,3室1卫，面积 76 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-27
6,Changning 南北通透户型,Shanghai,Changning,Changning,2,1,68,8600,8,west,rough,2室1卫，面积 68 平米，rough装修，west朝向，拎包入住。,available,0,2022-07-02
7,Pingshan 南北通透户型,Shenzhen,Pingshan,Pingshan,1,2,72,6395,33,north,simple,1室2卫，面积 72 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-24
8,Hannan 拎包入住公寓,Wuhan,Hannan,Hannan,1,2,55,3892,16,east,simple,1室2卫，面积 55 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-24
9,Gaoling 舒适两居室,Xi'an,Gaoling,Gaoling,2,1,118,6818,15,east,rough,2室1卫，面积 118 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-21
10,Nanjing Jianye 地铁房,Nanjing,Jianye,Jianye,3,1,148,8516,25,south,rough,3室1卫，面积 148 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-23
11,Huangpu 舒适两居室,Guangzhou,Huangpu,Huangpu,3,1,105,9434,18,south,rough,3室1卫，面积 105 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-18
12,出租 Binjiang 精装房,Hangzhou,Binjiang,Binjiang,4,2,224,27364,26,east,simple,4室2卫，面积 224 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-18
13,Shunyi 南北通透户型,Beijing,Shunyi,Shunyi,3,1,130,16401,7,west,simple,3室1卫，面积 130 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-25
14,精致 Xindu 公寓,Chengdu,Xindu,Xindu,1,1,46,2472,17,south,rough,1室1卫，面积 46 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-04
15,Shapingba 南北通透户型,Chongqing,Shapingba,Shapingba,2,1,93,4182,30,south,rough,2室1卫，面积 93 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-12
16,精致 Yangpu 公寓,Shanghai,Yangpu,Yangpu,2,1,107,7341,12,south,rough,2室1卫，面积 107 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-04
17,ShenzhenLonggang 温馨好房,Shenzhen,Longgang,Longgang,2,1,98,13524,12,west,fine,2室1卫，面积 98 平米，fine装修，west朝向，拎包入住。,available,0,2022-05-25
18,Hannan 舒适两居室,Wuhan,Hannan,Hannan,2,1,95,6407,23,east,rough,2室1卫，面积 95 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-27
19,出租 Yanliang 精装房,Xi'an,Yanliang,Yanliang,3,2,143,11421,8,east,simple,3室2卫，面积 143 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-05
20,Nanjing Gulou 地铁房,Nanjing,Gulou,Gulou,3,1,135,7192,16,west,simple,3室1卫，面积 135 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-04
21,Haizhu 拎包入住公寓,Guangzhou,Haizhu,Haizhu,3,2,133,12885,6,south,simple,3室2卫，面积 133 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-05
22,HangzhouShangcheng 温馨好房,Hangzhou,Shangcheng,Shangcheng,1,1,43,3303,6,west,simple,1室1卫，面积 43 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-25
23,Changping 学区房出租,Beijing,Changping,Changping,3,2,111,21486,26,east,simple,3室2卫，面积 111 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-05
24,Longquanyi 舒适两居室,Chengdu,Longquanyi,Longquanyi,4,2,172,13519,31,west,simple,4室2卫，面积 172 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-31
25,精致 Jiulongpo 公寓,Chongqing,Jiulongpo,Jiulongpo,2,1,70,4689,27,east,rough,2室1卫，面积 70 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-18
26,出租 Yangpu 精装房,Shanghai,Yangpu,Yangpu,2,1,81,13145,25,east,simple,2室1卫，面积 81 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-18
27,精致 Guangming 公寓,Shenzhen,Guangming,Guangming,3,1,103,13237,10,north,rough,3室1卫，面积 103 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-18
28,WuhanQiaokou 温馨好房,Wuhan,Qiaokou,Qiaokou,3,1,95,5552,18,east,rough,3室1卫，面积 95 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-18
29,出租 Lintong 精装房,Xi'an,Lintong,Lintong,3,2,115,3206,32,west,rough,3室2卫，面积 115 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-15
30,精致 Qixia 公寓,Nanjing,Qixia,Qixia,1,1,42,3651,26,west,simple,1室1卫，面积 42 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-31
31,精致 Huangpu 公寓,Guangzhou,Huangpu,Huangpu,1,2,82,6934,23,west,simple,1室2卫，面积 82 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-16
32,Yuhang 拎包入住公寓,Hangzhou,Yuhang,Yuhang,3,2,77,9281,24,west,simple,3室2卫，面积 77 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-04
33,Beijing Chaoyang 地铁房,Beijing,Chaoyang,Chaoyang,4,2,159,19981,24,west,simple,4室2卫，面积 159 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-14
34,ChengduQingbaijiang 温馨好房,Chengdu,Qingbaijiang,Qingbaijiang,2,2,55,4498,22,east,rough,2室2卫，面积 55 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-28
35,Jiulongpo 学区房出租,Chongqing,Jiulongpo,Jiulongpo,3,2,103,3988,8,east,rough,3室2卫，面积 103 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-26
36,Yangpu 舒适两居室,Shanghai,Yangpu,Yangpu,1,1,78,15362,10,east,fine,1室1卫，面积 78 平米，fine装修，east朝向，拎包入住。,available,0,2022-04-29
37,Dapeng 南北通透户型,Shenzhen,Dapeng,Dapeng,1,1,38,3981,18,north,simple,1室1卫，面积 38 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-06
38,Wuhan Hannan 地铁房,Wuhan,Hannan,Hannan,3,2,82,7766,23,south,fine,3室2卫，面积 82 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-27
39,Xi'an Baqiao 地铁房,Xi'an,Baqiao,Baqiao,3,1,79,4411,9,north,simple,3室1卫，面积 79 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-12
40,Jianye 南北通透户型,Nanjing,Jianye,Jianye,1,1,78,7754,30,east,rough,1室1卫，面积 78 平米，rough装修，east朝向，拎包入住。,available,0,2022-04-28
41,Guangzhou Nansha 地铁房,Guangzhou,Nansha,Nansha,2,1,113,7606,32,west,simple,2室1卫，面积 113 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-08
42,Xiaoshan 南北通透户型,Hangzhou,Xiaoshan,Xiaoshan,2,1,102,11378,6,south,rough,2室1卫，面积 102 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-20
43,Shunyi 南北通透户型,Beijing,Shunyi,Shunyi,1,1,82,10819,23,north,fine,1室1卫，面积 82 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-08
44,Wuhou 学区房出租,Chengdu,Wuhou,Wuhou,1,1,82,3846,35,north,simple,1室1卫，面积 82 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-10
45,精致 Bishan 公寓,Chongqing,Bishan,Bishan,2,2,68,3768,19,west,simple,2室2卫，面积 68 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-02
46,Baoshan 拎包入住公寓,Shanghai,Baoshan,Baoshan,1,1,81,14179,18,east,fine,1室1卫，面积 81 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-21
47,ShenzhenLonggang 温馨好房,Shenzhen,Longgang,Longgang,3,1,129,15198,32,east,simple,3室1卫，面积 129 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-01
48,精致 Caidian 公寓,Wuhan,Caidian,Caidian,3,1,165,15562,23,east,simple,3室1卫，面积 165 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-09
49,Weiyang 学区房出租,Xi'an,Weiyang,Weiyang,2,2,107,6279,6,east,simple,2室2卫，面积 107 平米，simple装修，east朝向，拎包入住。,available,0,2022-04-29
50,Pukou 学区房出租,Nanjing,Pukou,Pukou,2,2,57,4737,23,east,fine,2室2卫，面积 57 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-14
51,出租 Huangpu 精装房,Guangzhou,Huangpu,Huangpu,1,1,39,3810,33,south,rough,1室1卫，面积 39 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-21
52,Lin'an 学区房出租,Hangzhou,Lin'an,Lin'an,2,1,65,6316,27,south,rough,2室1卫，面积 65 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-22
